Iteration, Estimated
3805,38.1619
3806,38.1326
3807,38.105
3808,38.0794
3809,38.0558
3810,38.0344
3811,38.0151
3812,37.9983
3813,37.9839
3814,37.9723
3815,37.9637
3816,37.9581
3817,37.9559
3818,37.9574
3819,37.9627
3820,37.9723
3821,37.9864
3822,38.0055
3823,38.0299
3824,38.06
3825,38.0963
3826,38.1393
3827,38.1895
3828,38.2476
3829,38.3141
3830,38.3896
3831,38.4749
3832,38.5707
3833,38.6777
3834,38.7968
3835,38.9286
3836,39.0742
3837,39.2341
3838,39.4094
3839,39.6007
3840,39.8088
3841,40.0344
3842,40.2781
3843,40.5403
3844,40.3941
3845,40.1173
3846,39.8754
3847,39.6661
3848,39.4873
3849,39.3374
3850,39.2148
3851,39.1182
3852,39.0467
3853,38.9996
3854,38.9765
3855,38.9774
3856,39.0023
3857,39.0518
3858,39.1267
3859,39.2281
3860,39.3574
3861,39.5163
3862,39.7069
3863,39.9314
3864,40.1923
3865,40.4926
3866,40.8352
3867,41.2233
3868,41.5105
3869,41.505
3870,41.4998
3871,41.495
3872,41.4906
3873,41.4865
3874,41.4433
3875,41.3765
3876,41.3134
3877,41.2393
3878,41.1694
3879,41.1045
3880,41.0444
3881,40.989
3882,40.9381
3883,40.8916
3884,40.8493
3885,40.811
3886,40.7768
3887,40.7464
3888,40.7197
3889,40.6241
3890,39.9679
3891,39.3983
3892,38.9119
3893,38.5049
3894,38.173
3895,37.9123
3896,37.7186
3897,37.5881
3898,37.5172
3899,37.5023
3900,37.5396
3901,37.6254
3902,37.7552
3903,37.9243
3904,38.1269
3905,38.3567
3906,38.6065
3907,38.8685
3908,39.1348
3909,39.3977
3910,39.6502
3911,39.8866
3912,40.0129
3913,40.1218
3914,40.2474
3915,40.3906
3916,40.5521
3917,40.6973
3918,40.6697
3919,40.6464
3920,40.6273
3921,40.6124
3922,40.6017
3923,40.5952
3924,40.5929
3925,40.5948
3926,40.5486
3927,40.4646
3928,40.3863
3929,40.3135
3930,40.2459
3931,40.1832
3932,40.1252
3933,40.0718
3934,40.0228
3935,39.9779
3936,39.9369
3937,39.8999
3938,39.8665
3939,39.8367
3940,39.8103
3941,39.7872
3942,39.7673
3943,39.7505
3944,39.7367
3945,39.7259
3946,39.7179
3947,39.7126
3948,39.7102
3949,39.7103
3950,39.7131
3951,39.7184
3952,39.7261
3953,39.7364
3954,39.749
3955,39.7335
3956,39.619
3957,39.5226
3958,39.4441
3959,39.3835
3960,39.3408
3961,39.3162
3962,39.3099
3963,39.3222
3964,39.3535
3965,39.4043
3966,39.4753
3967,39.567
3968,39.6803
3969,39.8161
3970,39.9753
3971,40.0778
3972,40.0089
3973,39.9515
3974,39.9068
3975,39.8764
3976,39.8623
3977,39.8669
3978,39.8933
3979,39.9456
3980,40.0288
3981,40.1492
3982,40.3148
3983,40.5358
3984,40.8243
3985,40.9685
3986,41.0217
3987,41.0751
3988,41.1287
3989,41.1825
3990,41.2045
3991,41.2083
3992,41.2123
3993,41.2167
3994,41.2214
3995,41.2263
3996,41.2314
3997,41.2367
3998,41.2422
3999,41.2478
